parallax,phot_g_mean_mag,bp_rp
0.4171038688697858,17.939857,1.3748665
0.9783192700179512,16.990763,1.4897671
0.4839895217794506,16.973495,1.124342
0.5706623112321682,14.377251,1.0464582
0.5788803471699976,17.11018,1.0770226
0.32899934286018834,16.56502,0.7991886
0.5047106030669731,17.484272,0.9559536
1.3162583664174734,13.750735,0.8993559
0.3495495344398286,17.692755,0.85531807
0.6012892113478859,14.363307,0.87687683
0.47333193092321174,16.968222,1.1627731
0.513304261452104,17.829496,0.9766941
0.1586331259275921,15.539597,1.2277508
0.5634208140151553,16.007051,1.019886
0.5728548398781769,17.614836,1.1080208
1.0860205978327837,16.720201,1.5408173
0.869144977352248,17.494352,1.8777008
0.3507967605909721,15.600187,0.97638416
0.7095398072145787,14.87862,0.91339874
0.2774838756619702,16.01918,0.8792286
0.49314919958935527,16.799955,1.1353531
0.5302510078033461,16.883064,1.078907
0.740280676521411,16.913979,1.2904072
0.4526211350634602,15.598738,1.0041313
0.5145358525556936,15.681854,0.9943323
0.5017962075049494,15.397891,0.83142376
0.5403060852913776,15.912059,0.9860039
0.5746493125009127,12.791715,1.4139452
0.24050339870523632,16.969315,0.88547707
0.478056432148023,16.203705,0.98542786
0.543185612489991,15.806954,1.0166168
0.5620514663356352,14.794596,1.0170107
0.24776906135449775,16.193129,0.8111725
0.47934205261845453,15.021841,0.7417536
0.5236269214651412,16.517014,1.013936
0.38480509713460953,17.88673,1.1194725
0.2761954827271787,13.076601,1.3496065
0.543809712603939,17.816069,1.3921947
0.5699096641047713,14.21875,1.2756424
0.5488550897028368,17.677479,1.1846218
0.5159408138638208,17.776983,1.2498932
0.2460385594679973,16.767532,0.8216305
0.598928899775394,17.506895,1.3172913
0.695184423916014,15.559652,0.8633337
0.502753253285102,14.406227,0.6973734
0.5636085882107529,17.315527,1.1950245
0.3744580774149007,17.377916,1.1939354
0.5127193072785896,16.285997,0.9858284
0.5076093121095859,15.748509,0.8899317
0.5378957460858266,14.851937,1.0414991
2.6157371405473704,14.672868,1.5185452
0.7531571896624883,17.82534,1.4638805
0.5153336854362296,15.180423,0.9289017
0.5056396637367544,16.267113,0.98748875
0.5166076450666343,17.039402,1.0917931
0.6027292921305101,17.262083,1.1614475
0.5734744238218057,15.294525,0.88162136
0.19552843255711844,16.431356,1.2234812
0.5599639018844238,16.23186,0.86597824
0.5733178560479977,12.335592,1.3680182
0.4745797864754873,17.012033,1.1853371
0.5326918121362128,16.585052,1.0106983
0.5318920707242586,14.902516,0.69394875
0.564056864595649,14.782731,0.9015379
0.5352113662125896,14.90912,1.1580305
0.5345971444889155,15.036944,0.8627653
0.5538248360838965,15.356762,0.84233093
0.6663191346999037,16.244822,1.1998053
0.5213027666908698,14.826034,0.9007416
0.618640696929908,17.328888,1.1599903
1.4581553198951598,16.957438,1.9180298
0.4230771316109953,16.07128,0.9539814
0.46228928592853463,16.738237,1.1371441
0.28579711074905695,16.730795,0.90073586
0.22984101047745292,15.791412,1.1401558
