parallax,phot_g_mean_mag,bp_rp
1.0820166705913967,15.312484,1.0598898
1.1451108119948803,15.330952,1.0428371
1.1336331819521603,12.605678,0.74795246
1.2126210165688145,12.689348,1.0334959
1.1677461446336417,14.985489,0.9956541
1.1194168399924276,15.650209,1.3570805
1.169611904446264,14.480405,0.8666754
1.175003165166099,14.3154955,0.9790449
1.1256748700986043,14.823226,0.9218044
1.1213831680840651,11.133349,0.80954266
1.2057154357595827,15.992974,1.240488
0.9653768047422286,16.299547,1.3387833
1.1503627269383438,13.129307,1.2358694
1.0180960007978013,16.950493,1.6685562
1.1952371299182647,12.544513,0.9143181
1.1225773454197885,14.96619,0.9654255
1.2874629563885942,17.740652,1.8933086
1.1417129723773067,13.745495,0.8191881
1.1653892762379836,15.21319,1.0306034
1.1619051932502835,14.019467,0.8055372
1.1696899848253275,12.700096,0.70736885
1.1601748817212127,13.643402,0.74637127
1.1326906824392198,17.45398,2.0476131
1.1255430323898683,16.897709,1.5723324
1.2049308891291945,12.646031,0.7396383
1.1504785003477478,13.567353,0.7629566
1.14643050404975,13.119683,0.7652111
1.1547919457577276,13.462174,0.7255087
1.231909377640601,15.25841,1.0216599
1.1136675560890228,15.520462,1.1003284
1.0951974979037467,15.067369,0.9865551
1.1715919974337545,14.969253,0.95465183
1.1618785955302653,14.932814,0.9577627
1.1599406816400124,12.938089,0.73738
1.1370045521599306,12.008891,1.1517344
1.3637168020112265,17.813278,1.9133911
0.9667236704309473,17.80563,2.2930622
1.3303499271645864,17.367966,1.7478542
0.9791716503449082,17.87502,2.2273998
1.226805421256137,12.506425,0.790575
1.1635157310568554,12.722943,0.70821
1.169331637872779,14.196356,0.83211994
1.163168954545169,15.181992,1.1404877
1.1166606019374001,13.46944,0.72751236
1.135786148489855,13.88508,0.8465862
1.158826963687591,12.798285,1.0301142
1.1469201738403147,13.431571,0.7471409
1.079211260718185,14.672547,0.9660454
1.1324125709174995,12.771166,1.0141916
1.20271063953514,13.486864,0.74941254
1.093972787459173,16.072231,1.131813
1.1410040755521444,12.661663,0.747283
1.0850906354783443,12.152578,0.8487072
1.1447604074712505,13.40965,0.7435446
1.1303945339284969,13.237622,0.74976254
0.9087089162833146,17.736376,2.212658
1.2178730127808317,15.237194,1.108387
1.157800068203947,13.950937,0.8757591
1.1599191007904215,15.228779,1.0252581
1.1705226025286304,13.612037,0.7541914
1.1553988837847953,13.148642,0.7470045
1.1530629383351183,14.762794,1.0040388
1.146631261323724,15.358693,1.0568094
1.1663224651706463,10.845772,1.2351999
1.1760488762712418,14.022008,0.7903757
1.1612934664213521,10.931228,0.1225605
1.0950090285841547,15.321573,1.0133104
1.1296682844559027,14.453478,0.85626507
1.279918690167404,13.173609,0.7937145
1.111987348360675,14.146556,0.8259649
1.1654894993599636,16.37992,1.6547832
1.1340618263041007,13.021137,0.75420856
1.153299274447539,12.497738,0.8518305
1.0587383632278093,15.109005,1.1866302
1.1295988550596074,15.21375,1.1886148
1.1905377048633794,9.409208,1.4588013
1.1586087692878173,14.422542,0.98479366
1.1612969689320956,16.008108,1.2616749
1.115066724752007,17.864029,1.9215431
1.1312888468455418,15.859119,1.2331905
1.2610981089409536,14.59748,0.9039612
1.117996839351071,12.653306,0.73326206
1.1575714097305165,10.210122,1.2341614
1.1836007680559986,13.150158,0.76391125
1.1379834532946482,14.4128,0.86724186
1.209003790847649,15.468982,1.090477
1.1255264375617482,14.953916,0.960207
1.2469505005845383,15.418537,1.051321
1.067366992601542,14.131107,0.8493166
1.1318515780002567,15.275958,1.031457
1.168942021245476,16.365776,1.3764458
1.1667045150912894,13.6506815,0.76056576
1.1616505264897943,15.270044,1.2519684
1.1174759203666238,13.17651,0.65837574
1.13939745499583,13.801401,0.76132584
1.1289077918605201,13.277875,0.78312397
0.9750133466241586,13.35867,0.74669266
1.2307761529032537,16.308594,1.351532
1.0552626084680459,17.047455,1.6554928
1.1883761137595963,14.705593,0.9268284
1.1486175014484674,12.390369,0.7697544
1.3061898014800346,17.396189,1.7976875
1.1202014609928008,16.767925,1.5409098
1.1614754067924695,13.943488,0.7974205
1.6119700783546456,15.663502,1.3230562
1.1464200613960638,15.765214,1.4140682
1.21982311388985,15.08917,0.9917793
1.1551143577898344,13.85127,0.80101585
1.1193033052956787,13.358971,0.7733822
1.0450959181185437,16.316282,1.391943
1.136264899751253,13.987426,0.7807102
1.2078695398045902,15.021776,1.014677
1.158334969025947,13.630787,0.7623348
1.12142965270055,16.304115,1.6064682
1.122777097574212,15.434878,1.0462132
1.1982637068869544,15.319329,1.046361
1.061369341598028,15.9113455,1.2142239
1.10472635046028,15.164518,1.0073147
1.1648538164799989,11.871005,1.1569328
1.1661036323714533,10.87859,0.34022808
1.1881258533755474,13.22975,0.7428093
1.106723409490982,16.1534,1.2891264
1.1786681739848954,10.236862,1.2579422
1.1465633762064429,12.492557,0.78215504
1.117502065437183,14.852621,0.94958305
1.1673580229650813,13.71689,0.754776
1.170970523788535,13.754309,0.75571823
1.1169105632586362,16.896048,1.5636387
1.246000547056515,17.08221,1.7381783
1.1840711564355584,17.32688,1.7528534
1.1074495819292327,11.241152,1.0594492
1.1538490674614794,14.8868475,0.949667
1.1779026848834402,14.689736,0.8942919
1.2473227685576178,17.541435,1.9331455
1.1678549417500705,14.234067,0.8424902
1.1072005613942684,13.5574465,0.72383595
1.0647944907701665,14.182933,0.9449425
1.1771611230855015,12.182929,0.33847523
1.1176956943094722,14.533395,0.9190531
1.1072800414686905,15.524313,1.0957127
1.1847627103530336,16.021338,1.2333775
1.0668963875580908,15.50867,1.0799856
1.2211695240980063,16.073326,1.2734985
1.184571092370747,13.770675,0.75028515
1.1352754639503018,13.323231,0.74468994
1.1885305507644452,15.435865,1.2977381
1.159765656636281,17.94578,2.0084705
1.1856353394322168,13.152652,0.6270447
1.2151630265626014,10.972071,1.2251043
1.1972278837024026,14.996793,0.96690845
0.9922956258970593,16.16025,1.4764757
1.2306049285722718,17.058317,1.7290173
1.0970607947988846,14.353016,0.8459978
1.1473345058209448,15.922245,1.2154188
1.0569172875527764,12.486162,0.75955963
1.1494238452980954,15.614151,1.1329508
1.1997500678851774,17.884417,2.0366192
1.1052137396840835,17.884558,2.016796
1.1482388377692994,13.336247,0.75470257
1.1620566566117003,9.921911,1.4008808
1.120125379291177,16.10769,1.5357819
1.2153311038787973,13.296779,0.79227924
1.1683850267716152,12.6679325,0.6588917
1.351418185318358,17.290668,1.8623123
1.209730078391315,12.12951,1.131733
1.19102529054882,12.577873,0.6597557
1.1644076200402365,12.549206,0.7349367
1.1950705700907047,12.670234,0.7535353
1.1427199543664086,13.090845,0.7459774
1.325873944561088,17.790794,2.0906296
1.131091271751489,14.777056,0.9155779
0.9809370682808016,16.957205,1.8605194
1.1993778030648812,12.491335,1.0882921
1.1691609936094862,15.436183,1.1278028
1.2049482956969113,14.465743,0.8518362
0.9530591554496131,17.476074,2.2499294
1.0355137789250066,14.911862,0.9777794
1.1779633520914006,12.437181,0.76172733
1.1581733525697717,12.715951,0.7045479
1.1015407184512493,15.847855,1.2532635
1.1050168184801783,15.30027,1.0373001
1.0240168696317804,17.867449,2.005499
1.1065778094522156,14.055045,1.0697441
1.066185533544451,12.5451765,0.6628523
1.1734913720701554,12.542159,0.7674351
1.2044516648749157,12.359346,0.83065796
1.1693028487856258,13.535529,0.76366234
1.1940471554837702,12.782185,0.69627
1.1505415402558807,12.681729,0.735446
1.0984145590236534,16.603622,1.4276028
1.3139380683463984,17.150425,1.789196
1.1150207035418402,15.818504,1.4210215
1.1591669331560932,14.004644,0.8303728
1.17210363735968,15.048021,0.9726238
1.1572548993197873,15.070633,0.9949789
1.1559613347905093,12.679014,0.7448349
1.1954023448326823,12.105291,0.7382269
1.1214761111562626,15.154757,0.9954653
1.2070847146687356,17.797817,1.9348679
1.064584695031297,14.860549,1.0036755
1.362163023216833,11.806252,1.1673508
1.0782169259290968,17.290304,1.7620564
1.2853698176423054,17.088352,1.6181202
1.1807642804908864,13.156977,0.78901005
1.0869080012281542,16.68003,1.7686586
1.1576240674580507,10.169919,1.236659
0.9232785907225693,17.822386,1.937439
1.211770448373849,12.504823,0.78692245
1.185162918193904,15.566227,1.067028
1.1297534408615237,13.367362,0.77942467
1.1659984855010577,13.985338,0.8990402
1.1955166033196214,11.352173,1.198741
1.0804552905367324,15.944732,1.2247963
1.1557208812384503,13.447743,0.8108988
1.1031329106479288,14.631114,0.8776493
1.107446972731127,17.15753,1.934948
1.1718849113059844,13.54289,0.73766136
1.0702313584432985,14.304366,0.9444132
0.9821382352827758,15.614227,1.1005421
1.1187219312607466,13.283351,0.7329941
1.1401536357221718,15.193318,1.2007179
0.9837230158790817,17.997208,1.9863358
1.122584325468417,11.031843,0.28442955
1.1147577762637515,16.086548,1.3347073
1.163338028142793,14.37958,0.864151
1.2519023735041288,16.08055,1.2624617
1.1512501389072944,12.55852,0.76616
1.2571389989152442,17.012089,1.8808537
1.1185728971922761,14.785978,0.9200764
1.172419008532738,12.405653,0.7626152
1.1946952151594008,12.937614,0.728776
1.1259749572363298,16.26802,1.3753643
1.177189770343793,13.054901,0.77423763
1.0936629392664565,17.3723,1.9181385
1.2085704522467644,12.357132,0.9978361
1.1965425200843511,15.443939,1.2941675
1.1550682309567175,14.765704,0.9189396
1.0058203854588852,17.485126,1.8293362
1.011213311664422,17.432917,1.7928543
1.1514502733017438,16.823189,1.5762148
1.1516329474587597,13.462918,0.7534199
1.1182615860409553,16.013441,1.0654402
1.1273424033916668,13.629351,0.8505039
1.148057043344093,14.75341,0.9130306
1.1747698144046694,16.11347,1.3146124
1.156051408513861,14.014697,0.7914524
1.1260384683463016,12.97168,0.7431812
1.141125443305171,12.620319,0.723979
1.069297275844421,11.260444,0.3940649
1.1339649572498915,15.465085,1.0703287
1.1461415038725684,14.967571,0.97196007
1.5846321187428503,12.632659,0.9622717
1.182116949555143,14.340963,0.83937263
1.1391250114179854,13.6566,0.7513056
1.1317626512764454,15.419273,1.2222929
1.177819697285492,13.319411,0.858448
1.1699554087559814,12.624251,0.729064
1.1639493874068922,14.216731,0.89420795
1.1481136612719698,14.332987,0.82174015
1.1444891099800591,13.908649,0.76998043
1.0914629325679663,13.925874,0.88783455
1.1857161936991911,14.006294,0.7880211
1.3354851360420876,12.5524025,0.98661804
1.137218136909094,17.3852,1.781498
1.2006774146390091,17.045351,1.6354389
1.2061150012497281,12.479906,0.7909727
1.1692371122511642,13.048145,0.7472763
1.1325352100806463,14.423698,0.99103165
1.1106803155947071,13.777426,0.7652292
0.9783095374038498,10.008406,-0.10200405
1.1496256640053013,15.486406,1.0956535
1.1729727079209071,12.782083,0.60569096
1.1802394172312327,12.650929,1.1399078
1.1672326381545282,9.234212,1.4871311
1.209293745283163,12.4752865,0.77196884
1.0846353719082376,17.350405,1.9448395
1.1697143150626779,13.967261,0.88873005
1.084898449645579,10.866512,0.27563953
1.1452386369686802,13.042321,0.75326633
1.1675831516078405,14.304262,0.8366766
1.1829045294358238,11.146684,1.2154837
1.155460391758301,14.733531,1.0991564
1.0552999230438342,12.210929,0.92181873
1.1085106570162568,17.182396,1.7001381
1.1986223583881732,13.010176,0.7429924
1.1531446485802408,13.555792,0.82334423
1.174836191439256,12.110562,0.75057983
1.1855681819321515,12.683977,0.7068682
1.1492632333212993,14.14483,0.8678732
1.1716350307955128,9.258214,1.5186081
1.251831791627078,10.977456,0.58271503
1.1907484098363519,15.839399,1.207511
1.119474856846474,15.536377,1.0956621
1.1156850678286436,16.762136,1.5222511
1.1405745194728616,15.925077,1.2692881
1.1338053733285154,13.871636,0.86847496
1.025605303840705,17.229115,1.7060318
1.0839366750866792,14.407771,0.8944063
1.1884501850741471,15.5028305,1.2632847
1.1428496755807436,14.028581,0.79596233
1.17745992529147,15.467181,1.0667372
1.0994147664082934,17.125044,1.6450901
0.8537425947011485,16.145187,1.4777136
1.329817098852759,17.719164,2.188816
1.2566514368166555,15.077661,0.9768238
1.1163385787218276,17.732718,1.9053726
1.1718476550398178,13.944253,0.80461025
0.9105164396273551,13.971025,0.7604704
1.1332857197357402,14.454188,0.85127926
1.2205256408091743,12.478206,0.7679453
1.120753585624436,13.508189,0.7412548
1.1983536199850642,15.982876,1.4072571
1.1406007062193397,13.080602,0.7654743
1.1426469907698855,13.848256,0.81522465
1.1727584165852136,13.301689,0.76684284
1.1754835943173385,12.946713,0.77453804
1.2508955092582283,11.2212715,1.1992569
1.0994519068874977,15.705956,1.1198587
1.1878950322851378,17.782135,2.0119133
1.1751151657797319,14.330846,0.83936405
1.146439920421915,12.513201,0.8826494
1.093005141950047,14.99642,1.1688433
1.1518104068533068,14.032978,0.9211788
1.1269149169449653,17.483412,1.8219032
1.1549365951807669,13.733011,0.84986115
1.1119559617818506,15.490891,1.2284241
1.1796680102998034,12.582053,0.7360163
1.1496221428457618,12.476053,0.75163937
1.2621369199463846,16.189533,1.3151636
1.1916506765624693,14.979486,0.9902525
1.1189767817141931,17.226446,1.6749802
1.1661968586223292,13.701042,0.75565815
1.1971104721244714,12.669828,1.0850782
1.1807411446386769,13.218655,0.7462158
1.1787170935954059,17.512157,2.0207653
1.1333270458433289,14.595134,0.94522
1.152612796694669,17.278978,1.7104263
1.1465277837638408,13.696044,0.75548744
1.065430474236935,14.711714,1.0577097
1.1894204422804926,16.071657,1.2615585
1.1907763139891792,15.487612,1.4511023
1.1369185828078567,16.064222,1.266778
1.1570041195447474,13.264436,0.740324
1.1365886963493819,13.357633,0.7251568
1.1776333916293928,13.816404,0.7708521
1.1561761278494642,13.282914,0.7429552
1.1401604588075593,14.115577,0.97070694
1.0125297479834505,17.225681,1.6809692
1.1711187606178073,12.726845,1.0717802
1.2720202715435465,15.7270155,1.3110161
1.303952639785231,17.30213,1.8409672
1.1420813291546128,13.646082,0.74066925
1.1478463359125226,16.039473,1.2588825
1.1456107760547898,14.00755,0.8529644
1.1810930230379635,15.329978,1.05095
1.2330575367859908,16.618692,1.4616194
1.0793227229445972,17.002968,1.6172504
1.121547336557403,15.260983,1.0329494
1.194328838531942,16.575846,1.4613152
1.1712627032770904,13.566598,0.74760723
1.2010145823413005,12.614237,0.74175644
